Question ID,Category,Question,Answer,Answer Meaning,Patient Status,Target
Q0065,Domestic Violence / Emotional Abuse,Do you feel afraid to speak your mind at home repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0065,Domestic Violence / Emotional Abuse,Do you feel afraid to speak your mind at home repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0065,Domestic Violence / Emotional Abuse,Do you feel afraid to speak your mind at home repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0066,Domestic Violence / Emotional Abuse,Do you feel afraid to speak your mind at home without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0066,Domestic Violence / Emotional Abuse,Do you feel afraid to speak your mind at home without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0066,Domestic Violence / Emotional Abuse,Do you feel afraid to speak your mind at home without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0067,Domestic Violence / Emotional Abuse,Do you feel afraid to speak your mind at home within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0067,Domestic Violence / Emotional Abuse,Do you feel afraid to speak your mind at home within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0067,Domestic Violence / Emotional Abuse,Do you feel afraid to speak your mind at home within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0068,Domestic Violence / Emotional Abuse,Do you feel afraid to speak your mind at home as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0068,Domestic Violence / Emotional Abuse,Do you feel afraid to speak your mind at home as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0068,Domestic Violence / Emotional Abuse,Do you feel afraid to speak your mind at home as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0069,Domestic Violence / Emotional Abuse,Do you feel afraid to speak your mind at home during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0069,Domestic Violence / Emotional Abuse,Do you feel afraid to speak your mind at home during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0069,Domestic Violence / Emotional Abuse,Do you feel afraid to speak your mind at home during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0070,Domestic Violence / Emotional Abuse,Do you feel afraid to speak your mind at home in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0070,Domestic Violence / Emotional Abuse,Do you feel afraid to speak your mind at home in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0070,Domestic Violence / Emotional Abuse,Do you feel afraid to speak your mind at home in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0071,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0071,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0071,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0072,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0072,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0072,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0073,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0073,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0073,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0074,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0074,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0074,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0075,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0075,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0075,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0076,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0076,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0076,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0077,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0077,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0077,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0078,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0078,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0078,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0079,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0079,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0079,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0080,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0080,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0080,Domestic Violence / Emotional Abuse,Are threats used to control your behavior in relationships in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0081,Domestic Violence / Emotional Abuse,Have you been isolated from friends or family by your partner,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0081,Domestic Violence / Emotional Abuse,Have you been isolated from friends or family by your partner,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0081,Domestic Violence / Emotional Abuse,Have you been isolated from friends or family by your partner,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0082,Domestic Violence / Emotional Abuse,Have you been isolated from friends or family by your partner in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0082,Domestic Violence / Emotional Abuse,Have you been isolated from friends or family by your partner in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0082,Domestic Violence / Emotional Abuse,Have you been isolated from friends or family by your partner in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0083,Domestic Violence / Emotional Abuse,Have you been isolated from friends or family by your partner due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0083,Domestic Violence / Emotional Abuse,Have you been isolated from friends or family by your partner due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
