Question ID,Category,Question,Answer,Answer Meaning,Patient Status,Target
Q0074,Crisis Intervention,To what degree do you need to go to the emergency room?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0075,Crisis Intervention,"In your daily life, have you experienced a sudden loss recently?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0075,Crisis Intervention,"In your daily life, have you experienced a sudden loss recently?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0075,Crisis Intervention,"In your daily life, have you experienced a sudden loss recently?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0076,Crisis Intervention,Can you remove dangerous items from your environment?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0076,Crisis Intervention,Can you remove dangerous items from your environment?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0076,Crisis Intervention,Can you remove dangerous items from your environment?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0077,Crisis Intervention,Does this significantly impact you: are you experiencing paranoid thoughts?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0077,Crisis Intervention,Does this significantly impact you: are you experiencing paranoid thoughts?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0077,Crisis Intervention,Does this significantly impact you: are you experiencing paranoid thoughts?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0078,Crisis Intervention,"When facing challenges, do you have plans to hurt another person?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0078,Crisis Intervention,"When facing challenges, do you have plans to hurt another person?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0078,Crisis Intervention,"When facing challenges, do you have plans to hurt another person?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0079,Crisis Intervention,Does this significantly impact you: do you feel dizzy or like you might faint?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0079,Crisis Intervention,Does this significantly impact you: do you feel dizzy or like you might faint?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0079,Crisis Intervention,Does this significantly impact you: do you feel dizzy or like you might faint?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0080,Crisis Intervention,"During difficult times, have you recently experienced a traumatic event?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0080,Crisis Intervention,"During difficult times, have you recently experienced a traumatic event?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0080,Crisis Intervention,"During difficult times, have you recently experienced a traumatic event?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0081,Crisis Intervention,"In your daily life, are you having thoughts of harming yourself?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0081,Crisis Intervention,"In your daily life, are you having thoughts of harming yourself?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0081,Crisis Intervention,"In your daily life, are you having thoughts of harming yourself?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0082,Crisis Intervention,Would you say can you remove dangerous items from your environment?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0082,Crisis Intervention,Would you say can you remove dangerous items from your environment?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0082,Crisis Intervention,Would you say can you remove dangerous items from your environment?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0083,Crisis Intervention,"In your daily life, have you stopped taking care of basic needs?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0083,Crisis Intervention,"In your daily life, have you stopped taking care of basic needs?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0083,Crisis Intervention,"In your daily life, have you stopped taking care of basic needs?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0084,Crisis Intervention,"In general, do you feel like you can't go on?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0084,Crisis Intervention,"In general, do you feel like you can't go on?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0084,Crisis Intervention,"In general, do you feel like you can't go on?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0085,Crisis Intervention,"In the past week, are you isolating yourself from everyone?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0085,Crisis Intervention,"In the past week, are you isolating yourself from everyone?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0085,Crisis Intervention,"In the past week, are you isolating yourself from everyone?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0086,Crisis Intervention,Has your behavior changed drastically recently?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0086,Crisis Intervention,Has your behavior changed drastically recently?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0086,Crisis Intervention,Has your behavior changed drastically recently?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0087,Crisis Intervention,How severely have you used crisis services before?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0087,Crisis Intervention,How severely have you used crisis services before?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0087,Crisis Intervention,How severely have you used crisis services before?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0088,Crisis Intervention,Does this significantly impact you: do you feel like you're in a crisis situation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0088,Crisis Intervention,Does this significantly impact you: do you feel like you're in a crisis situation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0088,Crisis Intervention,Does this significantly impact you: do you feel like you're in a crisis situation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0089,Crisis Intervention,"Over the past few months, are you having medication side effects?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0089,Crisis Intervention,"Over the past few months, are you having medication side effects?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0089,Crisis Intervention,"Over the past few months, are you having medication side effects?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0090,Crisis Intervention,To what extent have you experienced a sudden loss recently?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0090,Crisis Intervention,To what extent have you experienced a sudden loss recently?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0090,Crisis Intervention,To what extent have you experienced a sudden loss recently?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0091,Crisis Intervention,"During difficult times, have you used crisis services before?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0091,Crisis Intervention,"During difficult times, have you used crisis services before?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0091,Crisis Intervention,"During difficult times, have you used crisis services before?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0092,Crisis Intervention,"Over the past few months, are you seeing things that others don't see?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0092,Crisis Intervention,"Over the past few months, are you seeing things that others don't see?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0092,Crisis Intervention,"Over the past few months, are you seeing things that others don't see?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0093,Crisis Intervention,"Regarding your mental health, are you having thoughts of harming someone else?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0093,Crisis Intervention,"Regarding your mental health, are you having thoughts of harming someone else?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0093,Crisis Intervention,"Regarding your mental health, are you having thoughts of harming someone else?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0094,Crisis Intervention,Do you feel you might lose control and hurt someone?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0094,Crisis Intervention,Do you feel you might lose control and hurt someone?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0094,Crisis Intervention,Do you feel you might lose control and hurt someone?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0095,Crisis Intervention,Do you have plans to hurt another person?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0095,Crisis Intervention,Do you have plans to hurt another person?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0095,Crisis Intervention,Do you have plans to hurt another person?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0096,Crisis Intervention,"During difficult times, do you feel trapped with no way out?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0096,Crisis Intervention,"During difficult times, do you feel trapped with no way out?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0096,Crisis Intervention,"During difficult times, do you feel trapped with no way out?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0097,Crisis Intervention,To what extent can you remove dangerous items from your environment?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
